file,sim_model,N,k,k_split,de,separation,entropy,p,m
p4m3_c6.out,  p4m3,1000,6,even,0.9,ideal ,0.897,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,even,1.5,ideal ,0.919,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,even,1.5,ideal ,0.891,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,even,1.5,ideal ,0.909,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,even,1.5,ideal ,0.909,  p4,  m3
p4m3_c6.out,  p4m3,1000,6,even,1.5,ideal ,0.887,  p4,  m3
p4m3_c2.out,  p4m3,200,2,even,0.405,ideal ,0.962,  p4,  m3
p4m3_c3.out,  p4m3,200,3,even,0.405,ideal ,0.949,  p4,  m3
p4m3_c4.out,  p4m3,200,4,even,0.405,ideal ,0.957,  p4,  m3
p4m3_c5.out,  p4m3,200,5,even,0.405,ideal ,0.964,  p4,  m3
p4m3_c6.out,  p4m3,200,6,even,0.405,ideal ,0.968,  p4,  m3
p4m3_c2.out,  p4m3,200,2,even,0.9,ideal ,0.96,  p4,  m3
p4m3_c3.out,  p4m3,200,3,even,0.9,ideal ,0.945,  p4,  m3
p4m3_c4.out,  p4m3,200,4,even,0.9,ideal ,0.952,  p4,  m3
p4m3_c5.out,  p4m3,200,5,even,0.9,ideal ,0.96,  p4,  m3
p4m3_c6.out,  p4m3,200,6,even,0.9,ideal ,0.966,  p4,  m3
p4m3_c2.out,  p4m3,200,2,even,1.5,ideal ,0.959,  p4,  m3
p4m3_c3.out,  p4m3,200,3,even,1.5,ideal ,0.944,  p4,  m3
p4m3_c4.out,  p4m3,200,4,even,1.5,ideal ,0.956,  p4,  m3
p4m3_c5.out,  p4m3,200,5,even,1.5,ideal ,0.96,  p4,  m3
p4m3_c6.out,  p4m3,200,6,even,1.5,ideal ,0.967,  p4,  m3
p4m3_c2.out,  p4m3,500,2,even,0.405,ideal ,0.935,  p4,  m3
p4m3_c3.out,  p4m3,500,3,even,0.405,ideal ,0.892,  p4,  m3
p4m3_c4.out,  p4m3,500,4,even,0.405,ideal ,0.915,  p4,  m3
p4m3_c5.out,  p4m3,500,5,even,0.405,ideal ,0.919,  p4,  m3
p4m3_c6.out,  p4m3,500,6,even,0.405,ideal ,0.907,  p4,  m3
p4m3_c2.out,  p4m3,500,2,even,0.9,ideal ,0.934,  p4,  m3
p4m3_c3.out,  p4m3,500,3,even,0.9,ideal ,0.888,  p4,  m3
p4m3_c4.out,  p4m3,500,4,even,0.9,ideal ,0.91,  p4,  m3
p4m3_c5.out,  p4m3,500,5,even,0.9,ideal ,0.918,  p4,  m3
p4m3_c6.out,  p4m3,500,6,even,0.9,ideal ,0.914,  p4,  m3
p4m3_c2.out,  p4m3,500,2,even,1.5,ideal ,0.935,  p4,  m3
p4m3_c3.out,  p4m3,500,3,even,1.5,ideal ,0.891,  p4,  m3
p4m3_c4.out,  p4m3,500,4,even,1.5,ideal ,0.909,  p4,  m3
p4m3_c5.out,  p4m3,500,5,even,1.5,ideal ,0.909,  p4,  m3
p4m3_c6.out,  p4m3,500,6,even,1.5,ideal ,0.914,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,even,0.405,ideal ,0.914,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,even,0.405,ideal ,0.891,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,even,0.405,ideal ,0.906,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,even,0.405,ideal ,0.92,  p4,  m3
p4m3_c6.out,  p4m3,5000,6,even,0.405,ideal ,0.926,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,even,0.9,ideal ,0.914,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,even,0.9,ideal ,0.891,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,even,0.9,ideal ,0.903,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,even,0.9,ideal ,0.917,  p4,  m3
p4m3_c6.out,  p4m3,5000,6,even,0.9,ideal ,NA,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,even,1.5,ideal ,0.914,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,even,1.5,ideal ,0.89,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,even,1.5,ideal ,0.9,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,even,1.5,ideal ,0.913,  p4,  m3
p4m3_c6.out,  p4m3,5000,6,even,1.5,ideal ,0.917,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,uneven,0.405,ideal ,0.922,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,uneven,0.405,ideal ,0.896,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,uneven,0.405,ideal ,0.927,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,uneven,0.405,ideal ,0.931,  p4,  m3
p4m3_c6.out,  p4m3,1000,6,uneven,0.405,ideal ,0.929,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,uneven,0.9,ideal ,0.923,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,uneven,0.9,ideal ,0.89,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,uneven,0.9,ideal ,0.918,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,uneven,0.9,ideal ,0.928,  p4,  m3
p4m3_c6.out,  p4m3,1000,6,uneven,0.9,ideal ,0.927,  p4,  m3
p4m3_c2.out,  p4m3,1000,2,uneven,1.5,ideal ,0.925,  p4,  m3
p4m3_c3.out,  p4m3,1000,3,uneven,1.5,ideal ,0.875,  p4,  m3
p4m3_c4.out,  p4m3,1000,4,uneven,1.5,ideal ,0.909,  p4,  m3
p4m3_c5.out,  p4m3,1000,5,uneven,1.5,ideal ,0.922,  p4,  m3
p4m3_c6.out,  p4m3,1000,6,uneven,1.5,ideal ,0.922,  p4,  m3
p4m3_c2.out,  p4m3,200,2,uneven,0.405,ideal ,0.954,  p4,  m3
p4m3_c3.out,  p4m3,200,3,uneven,0.405,ideal ,0.966,  p4,  m3
p4m3_c4.out,  p4m3,200,4,uneven,0.405,ideal ,0.973,  p4,  m3
p4m3_c5.out,  p4m3,200,5,uneven,0.405,ideal ,0.976,  p4,  m3
p4m3_c6.out,  p4m3,200,6,uneven,0.405,ideal ,0.984,  p4,  m3
p4m3_c2.out,  p4m3,200,2,uneven,0.9,ideal ,0.951,  p4,  m3
p4m3_c3.out,  p4m3,200,3,uneven,0.9,ideal ,0.958,  p4,  m3
p4m3_c4.out,  p4m3,200,4,uneven,0.9,ideal ,0.965,  p4,  m3
p4m3_c5.out,  p4m3,200,5,uneven,0.9,ideal ,0.975,  p4,  m3
p4m3_c6.out,  p4m3,200,6,uneven,0.9,ideal ,0.981,  p4,  m3
p4m3_c2.out,  p4m3,200,2,uneven,1.5,ideal ,0.952,  p4,  m3
p4m3_c3.out,  p4m3,200,3,uneven,1.5,ideal ,0.954,  p4,  m3
p4m3_c4.out,  p4m3,200,4,uneven,1.5,ideal ,0.959,  p4,  m3
p4m3_c5.out,  p4m3,200,5,uneven,1.5,ideal ,0.973,  p4,  m3
p4m3_c6.out,  p4m3,200,6,uneven,1.5,ideal ,0.977,  p4,  m3
p4m3_c2.out,  p4m3,500,2,uneven,0.405,ideal ,0.939,  p4,  m3
p4m3_c3.out,  p4m3,500,3,uneven,0.405,ideal ,0.917,  p4,  m3
p4m3_c4.out,  p4m3,500,4,uneven,0.405,ideal ,0.938,  p4,  m3
p4m3_c5.out,  p4m3,500,5,uneven,0.405,ideal ,0.928,  p4,  m3
p4m3_c6.out,  p4m3,500,6,uneven,0.405,ideal ,0.928,  p4,  m3
p4m3_c2.out,  p4m3,500,2,uneven,0.9,ideal ,0.937,  p4,  m3
p4m3_c3.out,  p4m3,500,3,uneven,0.9,ideal ,0.912,  p4,  m3
p4m3_c4.out,  p4m3,500,4,uneven,0.9,ideal ,0.935,  p4,  m3
p4m3_c5.out,  p4m3,500,5,uneven,0.9,ideal ,0.926,  p4,  m3
p4m3_c6.out,  p4m3,500,6,uneven,0.9,ideal ,0.898,  p4,  m3
p4m3_c2.out,  p4m3,500,2,uneven,1.5,ideal ,0.937,  p4,  m3
p4m3_c3.out,  p4m3,500,3,uneven,1.5,ideal ,0.908,  p4,  m3
p4m3_c4.out,  p4m3,500,4,uneven,1.5,ideal ,0.934,  p4,  m3
p4m3_c5.out,  p4m3,500,5,uneven,1.5,ideal ,0.925,  p4,  m3
p4m3_c6.out,  p4m3,500,6,uneven,1.5,ideal ,0.934,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,uneven,0.405,ideal ,0.913,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,uneven,0.405,ideal ,0.894,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,uneven,0.405,ideal ,0.918,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,uneven,0.405,ideal ,0.926,  p4,  m3
p4m3_c6.out,  p4m3,5000,6,uneven,0.405,ideal ,0.914,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,uneven,0.9,ideal ,0.913,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,uneven,0.9,ideal ,0.89,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,uneven,0.9,ideal ,0.916,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,uneven,0.9,ideal ,0.924,  p4,  m3
p4m3_c6.out,  p4m3,5000,6,uneven,0.9,ideal ,0.91,  p4,  m3
p4m3_c2.out,  p4m3,5000,2,uneven,1.5,ideal ,0.913,  p4,  m3
p4m3_c3.out,  p4m3,5000,3,uneven,1.5,ideal ,0.88,  p4,  m3
p4m3_c4.out,  p4m3,5000,4,uneven,1.5,ideal ,0.909,  p4,  m3
p4m3_c5.out,  p4m3,5000,5,uneven,1.5,ideal ,0.918,  p4,  m3
p4m3_c6.out,  p4m3,5000,6,uneven,1.5,ideal ,0.923,  p4,  m3
